0;0.284
1;0.28
2;0.276
3;0.272
4;0.268
5;0.264
6;0.259
7;0.255
8;0.251
9;0.247
10;0.243
11;0.239
12;0.235
13;0.231
14;0.227
15;0.224
16;0.22
17;0.216
18;0.212
19;0.209
20;0.205
21;0.202
22;0.198
23;0.195
24;0.192
25;0.189
26;0.186
27;0.184
28;0.182
29;0.181
30;0.18
31;0.181
32;0.247
33;0.0002
34;70.989
35;21.433
36;74.52
37;113.437
38;114.99
39;117.433
40;121.131
41;126.171
42;130.284
43;132.636
44;132.929
45;132.869
46;132.327
47;131.835
48;131.866
49;131.917
50;131.86
51;132.335
52;132.865
53;132.487
54;130.872
55;128.809
56;126.449
57;122.227
58;118.649
59;116.835
60;115.457
61;113.91
62;112.064
63;109.692
64;106.645
65;102.992
66;98.003
67;90.142
68;82.217
69;77.159
70;71.084
71;66.546
72;64.264
73;64.428
74;63.786
75;61.575
76;59.197
77;57.798
78;56.643
79;55.58
80;54.537
81;53.417
82;52.156
83;51.935
84;53.933
85;56.267
86;58.527
87;60.628
88;60.437
89;58.913
90;57.044
91;55.045
92;53.051
93;51.158
94;49.503
95;48.053
96;46.392
97;44.084
98;41.163
99;37.476
100;31.341
101;23.068
102;16.553
103;21.483
104;36.747
105;0.006
106;0.306
107;0.378
108;0.403
109;0.412
110;0.416
111;0.417
112;0.416
113;0.413
114;0.41
115;0.407
116;0.403
117;0.398
118;0.393
119;0.388
120;0.383
121;0.378
122;0.372
123;0.367
124;0.361
125;0.355
126;0.349
127;0.344
128;0.338
