0;0.265
1;0.236
2;0.208
3;0.182
4;0.161
5;0.153
6;0.072
7;1.587
8;5.494
9;6.672
10;10.454
11;11.788
12;12.761
13;13.55
14;14.758
15;17.801
16;22.088
17;25.889
18;31.931
19;35.355
20;38.475
21;39.617
22;40.76
23;40.577
24;39.982
25;38.742
26;36.884
27;35.021
28;33.217
29;31.226
30;29.094
31;27.087
32;25.051
33;22.259
34;20.365
35;18.739
36;17.958
37;17.816
38;17.77
39;17.86
40;18.241
41;18.861
42;19.551
43;20.203
44;20.66
45;20.089
46;19.832
47;19.974
48;20.379
49;21.327
50;23.827
51;26.793
52;29.82
53;32.955
54;36.208
55;39.598
56;43.006
57;46.162
58;48.748
59;50.904
60;52.789
61;54.268
62;55.227
63;56.478
64;56.114
65;55.739
66;55.153
67;54.339
68;53.249
69;51.752
70;49.784
71;47.314
72;44.769
73;42.351
74;40.039
75;37.578
76;35.781
77;34.419
78;33.334
79;32.869
80;32.353
81;31.419
82;30.837
83;30.572
84;29.291
85;28.786
86;28.267
87;27.807
88;27.461
89;26.702
90;26.74
91;26.489
92;25.72
93;25.424
94;24.65
95;24.36
96;23.763
97;23.784
98;23.841
99;23.645
100;22.611
101;22.643
102;22.643
103;22.589
104;22.719
105;22.806
106;22.431
107;21.885
108;21.736
109;21.658
110;21.672
111;21.777
112;21.856
113;21.672
114;20.644
115;19.974
116;19.617
117;18.485
118;17.434
119;16.588
120;15.749
121;14.481
122;12.098
123;9.643
124;7.62
125;5.602
126;3.665
127;2.893
128;2.706
